ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Altura,Cruce,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA,ACUSADO
2017-0090,1,2017-07-15,2017,7,15,,1970-01-01 00:00:00.000000005,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,CHIVILCOY AV.,"Avenida General Paz, Villa Devoto, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, 1672, Argentina","PAZ, GRAL. AV.","CHIVILCOY AV. y PAZ, GRAL. AV.",11,-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO
2017-0091,1,2017-07-15,2017,7,15,,1970-01-01 00:00:00.000000013,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,SUPERI,"2401, Juan Zufriategui, Florida, Vicente López, Partido de Vicente López, Buenos Aires, C1430COD, Argentina","PAZ, GRAL. AV.","SUPERI y PAZ, GRAL. AV.",12,-58.48671535,-34.54321216,MOTO-SD,MOTO,SD
2017-0092,1,2017-07-24,2017,7,24,,1970-01-01 00:00:00.000000022,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,"Autopista 25 de Mayo, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1046AAD, Argentina",AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO
2017-0093,1,2017-07-25,2017,7,25,,1970-01-01 00:00:00.000000016,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.","Avenida Leopoldo Lugones, Bajo Belgrano, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428DUB, Argentina",PUENTE DISTRIBUIDOR SCALABRINI ORTIZ,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13,-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO
2017-0094,1,2017-07-27,2017,7,27,,1970-01-01 00:00:00.000000008,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR",2639.0,"2635, Víctor Hugo, Villa Real, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1408BHD, Argentina","HUGO, VICTOR 2639",10,-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS
2017-0095,1,2017-08-06,2017,8,6,,1970-01-01 00:00:00.000000008,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,"1099, Jerónimo Salguero, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1190, Argentina","SALGUERO, JERONIMO","CORDOBA AV. y SALGUERO, JERONIMO",14,-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO
2017-0096,1,2017-08-07,2017,8,7,,1970-01-01 00:00:00.000000019,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,"Metrobús Norte, Núñez, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1429AAH, Argentina",NU?EZ,CABILDO AV. y NUÃ‘EZ,13,-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0098,1,2017-08-08,2017,8,8,,1970-01-01 00:00:00.000000012,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE",2114.0,"2102, José Bonifacio, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, 1406, Argentina","BONIFACIO, JOSE 2114",7,-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO
2017-0099,1,2017-08-17,2017,8,17,,1970-01-01 00:00:00.000000019,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",5400.0,"Andrés Bello, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425ABX, Argentina","FIGUEROA ALCORTA, PRES. AV. 5400",14,-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO
2017-0100,1,2017-08-21,2017,8,21,,1970-01-01 00:00:00.000000007,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,2135.0,"2135, Venezuela, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1081, Argentina",REPUBLICA BOLIVARIANA DE VENEZUELA 2135,3,-58.3967447,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0101,1,2017-08-23,2017,8,23,,1970-01-01 00:00:00.000000010,AV. FCO. LACROZE Y ZAPATA,AVENIDA,"LACROZE, FEDERICO AV.","2453, Avenida Federico Lacroze, Colegiales, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, 1426, Argentina",ZAPATA,"LACROZE, FEDERICO AV. y ZAPATA",13,-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE
2017-0102,1,2017-08-24,2017,8,24,,1970-01-01 00:00:00.000000001,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.","Zavaleta, Villa 21 -24 / Zavaleta, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437HUN, Argentina",ZAVALETA,"IRIARTE, GRAL. AV. y ZAVALETA",4,-58.40056767,-34.6510708,PEATON-CARGAS,PEATON,CARGAS
2017-0104,1,2017-08-25,2017,8,25,,1970-01-01 00:00:00.000000009,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,"Avenida 9 de Julio, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1072, Argentina",ESTADOS UNIDOS,9 DE JULIO AV. y ESTADOS UNIDOS,1,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS
2017-0106,1,2017-08-31,2017,8,31,,1970-01-01 00:00:00.000000019,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,"2399, Fray Justo Santa María de Oro, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425FQI, Argentina",GUEMES,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,14,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0107,1,2017-09-01,2017,9,1,,1970-01-01 00:00:00.000000011,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,DEL LIBERTADOR AV.,"Club Ciudad de Buenos Aires, 7501, Avenida Del Libertador, Núñez, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1429BNO, Argentina",JARAMILLO,DEL LIBERTADOR AV. y JARAMILLO,13,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS
2017-0108,2,2017-09-02,2017,9,2,,1970-01-01 00:00:00.000000004,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,"PAZ, GRAL. AV.","3002, Avenida General Paz, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1430DQQ, Argentina",MACHAIN,"PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO
2017-0109,1,2017-09-04,2017,9,4,,1970-01-01 00:00:00.000000021,AV. DIRECTORIO Y PORTELA,AVENIDA,DIRECTORIO AV.,"401, Portela, Parque Avellaneda, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1406GSU, Argentina",PORTELA,DIRECTORIO AV. y PORTELA,7,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO
2017-0110,1,2017-09-06,2017,9,6,,1970-01-01 00:00:00.000000014,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,"502, Avenida Leandro N. Alem, Microcentro, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1043AAC, Argentina","ALEM, LEANDRO N. AV.","LAVALLE y ALEM, LEANDRO N. AV.",1,-58.370488,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0111,1,2017-09-07,2017,9,7,,1970-01-01 00:00:00.000000018,USPALLATA Y PIROVANO,CALLE,USPALLATA,"199, Pirovano, Nueva Pompeya, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, 1263, Argentina",PIROVANO,USPALLATA y PIROVANO,4,-58.42023854,-34.6423411,PEATON-CARGAS,PEATON,CARGAS
2017-0112,2,2017-09-10,2017,9,10,,1970-01-01 00:00:00.000000009,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,"Metrobús 25 de Mayo, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1424BDV, Argentina","Metrobús 25 de Mayo, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1424BDV, Argentina",AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0113,1,2017-09-11,2017,9,11,,1970-01-01 00:00:00.000000006,AV. SANTA FE Y MAIPU,AVENIDA,SANTA FE AV.,"Maipú, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1006, Argentina",MAIPU,SANTA FE AV. y MAIPU,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0114,1,2017-09-15,2017,9,15,,1970-01-01 00:00:00.000000002,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,ALVEAR AV.,"Avenida Del Libertador, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1112ADE, Argentina",DEL LIBERTADOR AV.,ALVEAR AV. y DEL LIBERTADOR AV.,2,-58.3910058,-34.5849866,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0115,1,2017-09-19,2017,9,19,,1970-01-01 00:00:00.000000018,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,PAVON AV.,"1401, Treinta y Tres Orientales, Boedo, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1253, Argentina",TREINTA Y TRES ORIENTALES,PAVON AV. y TREINTA Y TRES ORIENTALES,5,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA
2017-0116,1,2017-09-20,2017,9,20,,1970-01-01 00:00:00.000000022,COLECTORA AV. GRAL. PAZ 5750,GRAL PAZ,"PAZ, GRAL. AV.",5750.0,"5702, Avenida General Paz, Barrio Albarellos, Villa Pueyrredón, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, B1650IQF, Argentina","PAZ, GRAL. AV. 5750",12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0118,1,2017-09-22,2017,9,22,,1970-01-01 00:00:00.000000007,VIEYTES Y CRUZ,AVENIDA,VIEYTES,"1600, Hipólito Vieytes, Barracas, Buenos Aires, Distrito del Diseño, Comuna 4, Ciudad Autónoma de Buenos Aires, C1293ACE, Argentina","CRUZ, OSVALDO AV.","VIEYTES y CRUZ, OSVALDO AV.",4,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO
2017-0120,1,2017-10-02,2017,10,2,,1970-01-01 00:00:00.000000015,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,"Avenida Escalada, Villa Lugano, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1407IVT, Argentina",ESCALADA AV.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS
2017-0123,1,2017-10-10,2017,10,10,,1970-01-01 00:00:00.000000001,ALBARIÑO Y AV. ARGENTINA,AVENIDA,ALBARI?O,"5001, Avenida Argentina, Villa Lugano, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439EQD, Argentina",ARGENTINA AV.,ALBARIÃ‘O y ARGENTINA AV.,8,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO
2017-0124,1,2017-10-12,2017,10,12,,1970-01-01 00:00:00.000000014,JUAN RAMIREZ DE VELAZCO 1211,CALLE,"RAMIREZ DE VELASCO, JUAN",1211.0,"908, Darwin, Villa Crespo, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, C1414AJL, Argentina","RAMIREZ DE VELASCO, JUAN 1211",15,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0125,1,2017-10-13,2017,10,13,,1970-01-01 00:00:00.000000006,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","Avenida General Francisco Fernández de La Cruz, Barrio Savio, Villa Lugano, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439EMK, Argentina",LARRAYA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0126,2,2017-10-14,2017,10,14,,1970-01-01 00:00:00.000000006,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,"4401, Cañada de Gómez, Villa Lugano, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439EAG, Argentina",CA?ADA DE GOMEZ,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0127,1,2017-10-16,2017,10,16,,1970-01-01 00:00:00.000000007,GALLO Y AV. CORDOBA,AVENIDA,GALLO,"Gallo, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1187AAT, Argentina",CORDOBA AV.,GALLO y CORDOBA AV.,2,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO
2017-0128,1,2017-10-17,2017,10,17,,1970-01-01 00:00:00.000000012,DR. JUAN F. ARANGUREN 611,CALLE,"ARANGUREN, JUAN F., DR.",611.0,"609, Doctor Juan Felipe Aranguren, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1405BAB, Argentina","ARANGUREN, JUAN F., DR. 611",6,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0129,1,2017-10-26,2017,10,26,,1970-01-01 00:00:00.000000019,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,AUTOPISTA PERITO MORENO,"Autopista Perito Moreno, Parque Avellaneda, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1439BSN, Argentina",AUTOPISTA 25 DE MAYO,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,9,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0130,1,2017-10-27,2017,10,27,,1970-01-01 00:00:00.000000005,CHORROARIN Y AV. SAN MARTIN,AVENIDA,CHORROARIN,"4002, Avenida San Martín, Villa del Parque, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1416EXL, Argentina",SAN MARTIN AV.,CHORROARIN y SAN MARTIN AV.,15,-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS
2017-0132,1,2017-10-30,2017,10,30,,1970-01-01 00:00:00.000000014,COSQUIN Y AV. CNEL. ROCA,AVENIDA,COSQUIN,"5700, Cosquín, Villa Riachuelo, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439FPF, Argentina","ROCA, CNEL. AV.","COSQUIN y ROCA, CNEL. AV.",8,-58.46552171,-34.6937413,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0134,1,2017-11-06,2017,11,6,,1970-01-01 00:00:00.000000018,AV. CNEL. ROCA 3555,AVENIDA,"ROCA, CNEL. AV.",3555.0,"3531, Avenida Coronel Roca, Barrio Soldati, Villa Soldati, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1437CEE, Argentina","ROCA, CNEL. AV. 3555",8,-58.4423972,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0135,1,2017-11-07,2017,11,7,,1970-01-01 00:00:00.000000012,AV. WARNES Y PUNTA ARENAS,AVENIDA,WARNES AV.,"2401, Avenida Warnes, La Carbonilla, La Paternal, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, C1427CRA, Argentina",PUNTA ARENAS,WARNES AV. y PUNTA ARENAS,15,-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS
2017-0136,1,2017-11-16,2017,11,16,,1970-01-01 00:00:00.000000008,DEL BARCO CENTENERA Y RABANAL,AVENIDA,BARCO CENTENERA DEL,"1401, Avenida Intendente Francisco Rabanal, Nueva Pompeya, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437FHG, Argentina","RABANAL, FRANCISCO, INTENDENTE AV.","BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0137,1,2017-11-17,2017,11,17,,1970-01-01 00:00:00.000000011,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,MOSCONI GENERAL AV.,"3702, Avenida General Mosconi, Villa Devoto, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1419GGI, Argentina",SAN NICOLAS,MOSCONI GENERAL AV. y SAN NICOLAS,11,-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS
2017-0138,1,2017-11-19,2017,11,19,,1970-01-01 00:00:00.000000010,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,LAFUENTE AV.,"Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406EZN, Argentina","PERON, EVA AV.","LAFUENTE AV. y PERON, EVA AV.",7,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0139,1,2017-11-19,2017,11,19,,1970-01-01 00:00:00.000000022,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,"ROCA, CNEL. AV.","Avenida Coronel Roca, Villa Soldati, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439JCA, Argentina",ESCALADA AV.,"ROCA, CNEL. AV. y ESCALADA AV.",8,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0140,1,2017-11-19,2017,11,19,,1970-01-01 00:00:00.000000023,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,,,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0141,1,2017-11-23,2017,11,23,,1970-01-01 00:00:00.000000019,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,LA PLATA AV.,"1, Avenida Pedro Goyena, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1235ABE, Argentina","GOYENA, PEDRO AV.","LA PLATA AV. y GOYENA, PEDRO AV.",6,-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0143,1,2017-11-25,2017,11,25,,1970-01-01 00:00:00.000000021,TRELLES Y GRAL. CESAR DIAZ,CALLE,"TRELLES, MANUEL R.","1701, General César Díaz, Villa General Mitre, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1416DJJ, Argentina","DIAZ, CESAR, GRAL.","TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",11,-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS
2017-0144,1,2017-11-26,2017,11,26,,1970-01-01 00:00:00.000000006,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"ROCA, CNEL. AV.","Avenida Coronel Roca, Villa Riachuelo, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, 1772, Argentina","PAZ, GRAL. AV.","ROCA, CNEL. AV. y PAZ, GRAL. AV.",8,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0145,1,2017-11-26,2017,11,26,,1970-01-01 00:00:00.000000017,MAZA Y DON BOSCO,CALLE,MAZA,"3602, Don Bosco, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, C1203AAS, Argentina",DON BOSCO,MAZA y DON BOSCO,5,-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO
2017-0147,1,2017-11-28,2017,11,28,,1970-01-01 00:00:00.000000011,AV. GRAL. PAZ Y AV. EVA PERON,GRAL PAZ,"PAZ, GRAL. AV.","Avenida General Paz, Villa Lugano, La Tablada, Partido de La Matanza, Buenos Aires, C1439GVN, Argentina","PERON, EVA AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.5025179,-34.67450313,MOTO-AUTO,MOTO,AUTO
2017-0148,1,2017-11-29,2017,11,29,,1970-01-01 00:00:00.000000010,AV. SAN JUAN Y LA RIOJA,AVENIDA,SAN JUAN AV.,"1202, La Rioja, San Cristóbal, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1246, Argentina",LA RIOJA,SAN JUAN AV. y LA RIOJA,3,-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0149,1,2017-11-30,2017,11,30,,1970-01-01 00:00:00.000000012,AV. PASEO COLON Y MEXICO,AVENIDA,PASEO COLON AV.,"599, Avenida Paseo Colón, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1042AAB, Argentina",MEXICO,PASEO COLON AV. y MEXICO,1,-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0150,1,2017-12-04,2017,12,4,,1970-01-01 00:00:00.000000001,AV. RIVADAVIA Y MIRALLA,AVENIDA,RIVADAVIA AV.,"10499, Avenida Rivadavia, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408AAE, Argentina",MIRALLA,RIVADAVIA AV. y MIRALLA,9,-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO
2017-0151,1,2017-12-04,2017,12,4,,1970-01-01 00:00:00.000000002,VIEYTES Y LUJAN,CALLE,VIEYTES,"1901, Hipólito Vieytes, Barracas, Buenos Aires, Distrito del Diseño, Comuna 4, Ciudad Autónoma de Buenos Aires, C1293ACE, Argentina",LUJAN,VIEYTES y LUJAN,4,-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0152,1,2017-12-06,2017,12,6,,1970-01-01 00:00:00.000000017,CACHI Y TRAFUL,CALLE,CACHI,"611, Cachi, Nueva Pompeya, Buenos Aires, Distrito Tecnológico, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437, Argentina",TRAFUL,CACHI y TRAFUL,4,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2017-0153,2,2017-12-11,2017,12,11,,1970-01-01 00:00:00.000000002,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,"Rosario, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, C1424BRA, Argentina",LA PLATA AV.,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0154,1,2017-12-11,2017,12,11,,1970-01-01 00:00:00.000000009,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,ENTRE RIOS AV.,"1, Avenida Vélez Sársfield, Parque Patricios, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1264AAN, Argentina",CASEROS AV.,ENTRE RIOS AV. y CASEROS AV.,4,-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0155,1,2017-12-12,2017,12,12,,1970-01-01 00:00:00.000000021,AV. RIVADAVIA 6350,AVENIDA,RIVADAVIA AV.,6350.0,"6350, Avenida Rivadavia, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406GLT, Argentina",RIVADAVIA AV. 6350,7,-58.45593915,-34.62656868,SD-MOTO,SD,MOTO
2017-0157,1,2017-12-17,2017,12,17,,1970-01-01 00:00:00.000000009,AV. GRAL. PAZ Y HUMAITA,GRAL PAZ,"PAZ, GRAL. AV.","7299, Humaitá, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408DSI, Argentina",HUMAITA,"PAZ, GRAL. AV. y HUMAITA",9,-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS
2017-0158,1,2017-12-18,2017,12,18,,1970-01-01 00:00:00.000000021,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,GRAL PAZ,GUALEGUAYCHU,"4999, Gualeguaychú, Villa Devoto, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, 1672, Argentina","PAZ, GRAL. AV.","GUALEGUAYCHU y PAZ, GRAL. AV.",11,-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO
2017-0159,1,2017-12-20,2017,12,20,,1970-01-01 00:00:00.000000004,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,"1600, Avenida Independencia, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1200ABP, Argentina","CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO
2017-0160,1,2017-12-22,2017,12,22,,1970-01-01 00:00:00.000000013,AV. NAZCA 365,AVENIDA,NAZCA AV.,365.0,"369, Avenida Nazca, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406AJC, Argentina",NAZCA AV. 365,7,-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO
2017-0161,1,2017-12-26,2017,12,26,,1970-01-01 00:00:00.000000015,AV. EVA PERON 5249,AVENIDA,"PERON, EVA AV.",5249.0,"5247, Avenida Eva Perón, Mataderos, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1439BSN, Argentina","PERON, EVA AV. 5249",9,-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO
2018-0001,1,2018-01-01,2018,1,1,2023-12-01 22:50:00,1970-01-01 00:00:00.000000022,San Juan Av. Y Rincón,AVENIDA,SAN JUAN AV.,"2151, Avenida San Juan, San Cristóbal, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1232, Argentina",RINCON,SAN JUAN AV. y RINCON,3,-58.39536773,-34.62297346,PEATON-MOTO,PEATON,MOTO
2018-0002,1,2018-01-03,2018,1,3,2023-12-01 16:40:00,1970-01-01 00:00:00.000000016,Peru 937,CALLE,PERU,937.0,"935, Perú, San Telmo, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1078, Argentina",PERU 937,1,-58.37456088,-34.61895467,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
